LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioSojaUSD,SuperficieSembradaSojaSantaFe,SuperficieSembradaSojaBuenosAires,SuperficieSembradaSojaCordoba,SuperficieCosechadaSojaSantaFe,SuperficieCosechadaSojaBuenosAires,SuperficieCosechadaSojaCordoba,ProduccionSojaSantaFe,ProduccionSojaBuenosAires,ProduccionSojaCordoba,RendimientoSojaSantaFe,RendimientoSojaBuenosAires,RendimientoSojaCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionSojaDiaAnterior,VariacionSojaTresDia,VariacionSojaSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasSoja,PrecioPromedioSesentaDiasSoja,PrecioPromedioNoventaDiasSoja,PrecioRealDiaSiguiente,
0,0,0,4.43,333.86,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0139,-0.0181,-0.0208,0,0,0,0,0,0,37.5,51,0,51.2,61.5,0,87,72.4,0,0,0,0,333.6322,0.2278
0,0.8,0,4.43,331.8284,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.006,-0.0178,-0.0218,0,0,0,0,0,0,37.5,51,0,51.2,61.5,0,86.2,70.2,0,0,0,0,339.686,7.8576
0,0,0,4.44,336.036,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0126,0.0038,-0.0047,0,0,0,0,0,0,37.5,51,0,51.2,61.5,0,52.9,70.2,0,0,0,0,350.8968,14.8608
0,0,0,4.45,341.7977,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0171,0.0236,0.0129,0,0,0,0,0,0,37.5,41.5,0,37.5,51,0,51.2,61.5,0,0,0,0,352.5727,10.775
0,0,0,4.46,335.2017,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0192,-0.004,-0.0072,0,0,0,0,0,0,37.5,41.5,0,37.5,51,0,51.2,61.5,0,0,0,0,357.9418,22.7401
0,0,0,4.46,333.6322,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0046,-0.0119,-0.0097,0,0,0,0,0,0,37.5,41.5,0,37.5,51,0,51.2,61.5,0,0,0,0,364.6532,31.021
0,0,0,4.46,339.686,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0181,0.0083,0.0114,0.4,3.5,0,0.4,3.5,0,6.7,22.5,0,37.9,54.5,0,51.6,65,0,0,0,0,361.6071,21.9211
0,0,0,4.46,350.8968,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.033,0.0437,0.0443,0.4,3.5,0,0.4,3.5,0,6.7,22.5,0,37.9,54.5,0,51.6,65,0,0,0,0,364.7321,13.8353
0,0,0,4.47,352.5727,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0047,0.0327,0.0417,0.4,3.5,0,0.4,3.5,0,5.8,4,0,37.9,54.5,0,51.6,65,0,0,0,0,362.2767,9.704
0,0,0,4.47,357.9418,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0152,0.0294,0.0484,0.4,3.5,0,0.4,3.5,0,3.6,3.5,0,37.9,54.5,0,51.6,65,0,0,0,0,366.3697,8.4279
0,0,0,4.47,364.6532,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0187,0.0306,0.0583,0,0,0,0,0,0,0.4,3.5,0,37.9,45,0,37.9,62.5,0,0,0,0,371.9376,7.2844
0,0,0,4.48,361.6071,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0083,0.0089,0.0397,0,0,0,0,0,0,0.4,3.5,0,37.9,45,0,37.9,62.5,0,0,0,0,377.951,16.3439
0,0,0,4.48,364.7321,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0086,0.0092,0.0374,0,0,0,0,0,0,0.4,3.5,0,37.9,45,0,37.9,57.5,0,0,0,0,377.951,13.2189
0,0,0.5,4.48,362.2767,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0067,-0.0038,0.0175,0,0,0,0,0,0,0.4,3.5,0,37.9,45,0,37.9,54.5,0,0,0,0,381.2917,19.015
0,0,0,4.49,366.3697,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0112,0.0096,0.0198,0,0.5,0,0,0.5,0,0.4,4,0,37.9,45.5,0,37.9,55,0,0,0,0,384,17.6303
0,0,0,4.49,371.9376,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0151,0.0205,0.029,0,4,0,0,4,0,0.4,7.5,0,37.9,33,0,37.9,58.5,0,0,0,0,381.5964,9.6588
2.1,0,0,4.49,377.951,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0161,0.0302,0.0377,0,4,0,0,4,0,0.4,7.5,0,6.7,26.5,0,37.9,58.5,0,0,0,0,381.3747,3.4237
0.2,0,0,4.49,377.951,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0,0.0157,0.0296,2.1,4,0,2.1,4,0,2.5,7.5,0,8.8,26.5,0,40,58.5,0,0,0,0,388.0266,10.0756
0,0,0,4.49,381.2917,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0088,0.0142,0.0333,2.3,4,0,2.3,4,0,2.7,7.5,0,8.5,23,0,40.2,58.5,0,0,0,0,388.0266,6.7349
0,0,0,4.5,384,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0071,0.013,0.0328,2.3,0,0,2.3,0,0,2.7,7.5,0,2.7,7.5,0,40.2,49,0,0,0,0,390.9292,6.9292
0,0,0,4.51,381.5964,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0062,0.0013,0.0188,0,0,0,0,0,0,2.7,7.5,0,2.7,7.5,0,40.2,49,0,0,0,0,400.4424,18.846
0,0,0,4.51,381.3747,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0005,-0.0024,0.0108,0,0,0,0,0,0,2.7,7.5,0,2.7,7.5,0,40.2,49,0,0,0,0,405.3097,23.935
0,0,0,4.51,388.0266,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0174,0.0149,0.0226,2.3,0,0,2.3,0,0,5,7.5,0,5,7.5,0,42.5,49,0,0,0,0,398.23,10.2034
0,0,0,4.51,388.0266,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0,0.0113,0.0164,2.3,0,0,2.3,0,0,5,7.5,0,5,7.5,0,42.5,33,0,0,0,0,392.0704,4.0438
0,0,0,4.52,390.9292,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0074,0.0132,0.0202,2.3,0,0,2.3,0,0,4.6,4,0,5,7.5,0,11.3,26.5,0,0,0,0,396.9162,5.987
0,0,0,4.52,400.4424,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0243,0.0294,0.04,2.3,0,0,2.3,0,0,4.6,4,0,5,7.5,0,11.3,26.5,0,0,0,0,395.6043,4.8381
0,0,0,4.52,405.3097,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0121,0.0309,0.0452,2.3,0,0,2.3,0,0,4.6,4,0,5,7.5,0,10.8,23,0,0,0,0,389.035,16.2747
0,0,0,4.52,398.23,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0174,-0.0016,0.0189,0,0,0,0,0,0,4.6,4,0,5,7.5,0,5,7.5,0,0,0,0,397.1491,1.0809
0,0,0,4.54,392.0704,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0154,-0.023,-0.0028,0,0,0,0,0,0,4.6,4,0,5,7.5,0,5,7.5,0,0,0,0,396.9298,4.8594
0,0,0,4.54,396.9162,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0123,-0.004,0.0055,0,0,0,0,0,0,4.6,3.5,0,5,7.5,0,5,7.5,0,0,0,0,419.8689,22.9527
0,0,0,4.55,395.6043,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0033,-0.0003,-0.0009,0,0,0,0,0,0,4.6,3.5,0,5,7.5,0,5,7.5,0,0,0,0,426.7973,31.193
0,27.5,0,4.56,389.035,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0166,-0.0147,-0.0202,4.2,25.5,0,4.2,25.5,0,6.5,25.5,0,8.8,29.5,0,9.2,33,0,0,0,0,433.3333,44.2983
0,0,0,4.56,397.1491,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0208,0.0083,0.0008,4.2,25.5,0,4.2,25.5,0,6.5,25.5,0,8.8,29.5,0,9.2,33,0,0,0,0,435.7298,38.5807
0,0,0,4.56,396.9298,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0005,0.0076,0.0015,4.2,23,0,4.2,23,0,6.5,25.5,0,8.8,29.5,0,9.2,33,0,0,0,0,406.6381,9.7083
0,0,0,4.58,419.8689,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0577,0.0646,0.0625,80.8,67.2,0,80.8,67.2,0,92.5,92.7,0,94.8,92.7,0,97.1,96.7,0,0,0,0,406.6381,13.2308
0,0,0,4.59,426.7973,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0165,0.0547,0.0717,10.8,6,0,10.8,6,0,103.3,98.7,0,105.6,98.7,0,107.9,102.2,0,0,0,0,406.6381,20.1592
0,0,0,4.59,433.3333,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0153,0.0453,0.0747,10.8,6,0,10.8,6,0,103.3,98.7,0,105.6,98.7,0,107.9,102.2,0,0,0,0,399.3589,33.9744
0,0,0,4.59,435.7298,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0055,0.0212,0.0669,10.8,6,0,10.8,6,0,103.3,98.7,0,103.3,98.7,0,107.9,102.2,0,0,0,0,405.7692,29.9606
0,0,0,4.67,406.6381,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0667,-0.0586,-0.018,0.9,5.5,0,0.9,5.5,0,55.3,150.5,0,66.1,157.2,0,158.6,247.4,0,0,0,0,401.282,5.3561
0,9,43.5,4.67,406.6381,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0,-0.0437,-0.0239,0.9,5.5,0,0.9,5.5,0,55.3,147.5,0,66.1,157.2,0,158.6,247.4,0,0,0,0,417.3361,10.698
4.6,0,4,4.67,406.6381,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0,-0.0232,-0.0271,63.8,82,0,63.8,82,0,91.9,111.5,0,118.2,233.2,0,217.3,306.4,0,0,0,0,417.4418,10.8037
0,0,0,4.68,399.3589,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0179,-0.0179,-0.0477,68.4,86,0,68.4,86,0,96.5,115.5,0,122.8,237.2,0,221.9,310.4,0,0,0,0,417.5475,18.1886
0,0,0,4.68,405.7692,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.016,0.0038,-0.0256,67.5,86,0,67.5,86,0,96.5,115.5,0,122.8,237.2,0,221.4,310.4,0,0,0,0,416.279,10.5098
0,0,0,4.68,401.282,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.011,-0.0065,-0.0294,67.5,86,0,67.5,86,0,96.5,115.5,0,122.8,237.2,0,214.4,310.4,0,0,0,0,400.6276,0.6544
0,0,0,4.73,417.3361,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.04,0.0377,0.0207,0,0,0,0,0,0,152.4,198.2,0,153.3,247.2,0,204.6,376.2,0,0,0,0,408.977,8.3591
0,0,0,4.73,417.4418,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0002,0.0228,0.0275,0,0,0,0,0,0,115.9,180.2,0,153.3,247.2,0,181.6,271.2,0,0,0,0,410.6471,6.7947
0,8,0,4.73,417.5475,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0002,0.0134,0.0239,0,0,0,0,0,0,92.4,171.7,0,153.3,247.2,0,181.4,271.2,0,0,0,0,414.9377,2.6098
0,0,0,4.73,416.279,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.003,-0.0027,0.0169,0,0,0,0,0,0,89.5,159.7,0,153.3,247.2,0,181.4,271.2,0,0,0,0,414.9377,1.3413
0,10,34,4.78,400.6276,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,-0.0375,-0.0394,-0.0245,0.8,35,0,0.8,35,0,39.2,88.7,0,147.4,226.7,0,184.8,293.7,0,0,0,0,369.4331,31.1945
3,0,8,4.79,408.977,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0208,-0.006,-0.0046,36.5,34.5,0,36.5,34.5,0,68,81,0,152.9,236.7,0,221.3,328.2,0,0,0,0,343,65.977
0.1,0,9.5,4.79,410.6471,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.004,0.0049,-0.0017,39.5,8.5,0,39.5,8.5,0,71,89,0,155.9,206.7,0,224.3,336.2,0,0,0,0,356.5,54.1471
5.5,3.5,27,4.82,414.9377,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0.0104,0.0201,0.0054,73.6,27,0,73.6,27,0,144.6,116,0,152.3,158.2,0,260.5,296.2,0,0,0,0,345.3093,69.6284
0,0,0.5,4.82,414.9377,3107.8,7517.807,5014.25,3007.8,7513.775,4857.85,6378.13,17847.668,7080.159,1412.977,1179.613,41.414,134,9,11,0,0.0083,0.0062,89.5,44,0,89.5,44,0,140.1,133,0,168.3,185,0,245.5,298.7,0,0,0,0,357.2854,57.6523
23,0,0,4.94,369.4331,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.1096,-0.1065,-0.1033,11.5,17.5,0,11.5,17.5,0,63,49.5,0,338.8,65.5,0,456.7,196,0,0,0,0,359.6806,9.7525
0,0,0,5,343,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0715,-0.142,-0.1533,6.5,13,0,6.5,13,0,139.2,109.5,0,175.2,109.5,0,191.3,141.5,0,0,0,0,356.5737,13.5737
0,0,0,5,356.5,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0393,-0.0513,-0.0966,4.7,8.5,0,4.7,8.5,0,139.2,109.5,0,175.2,109.5,0,191.3,141.5,0,343,343,343,358.9641,2.4641
0,15,31.5,5.01,345.3093,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0313,-0.0308,-0.1108,4.7,8.5,0,4.7,8.5,0,139.2,108,0,175.2,109.5,0,191.3,141.5,0,349.75,349.75,349.75,359.1633,13.854
0,0,0,5.01,357.2854,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0346,0.0258,-0.0579,67.3,31.5,0,67.3,31.5,0,172,123.5,0,242.5,141,0,258,173,0,349.75,349.75,349.75,358.5317,1.2463
0,0,0,5.01,359.6806,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0067,0.0188,-0.0321,67.3,31.5,0,67.3,31.5,0,139.2,123.5,0,242.5,141,0,258,173,0,349.75,349.75,349.75,361.9047,2.2241
0,7,0,5.02,356.5737,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0086,0.007,-0.0196,67.3,31.5,0,67.3,31.5,0,139.2,123.5,0,242.5,141,0,247.2,166,0,353.0602,353.0602,353.0602,359.7222,3.1485
0,0,0,5.02,358.9641,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0067,0.0031,0.01,67.3,31.5,0,67.3,31.5,0,139.2,123.5,0,242.5,141,0,242.5,166,0,353.0602,353.0602,353.0602,344.5544,14.4097
0,0,0,5.02,359.1633,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0005,0.0021,0.0148,67.3,31.5,0,67.3,31.5,0,139.2,123.5,0,242.5,141,0,242.5,166,0,353.0602,353.0602,353.0602,344.5544,14.6089
27,0,0,5.04,358.5317,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0017,0.0008,0.0065,0,12,0,0,12,0,139.2,135.5,0,206.5,153,0,242.5,153,0,353.0602,353.0602,353.0602,322.7272,35.8045
0,0,0.5,5.04,361.9047,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0094,0.0084,0.0151,27,12,0,27,12,0,166.2,135.5,0,233.5,153,0,269.5,153,0,353.0602,353.0602,353.0602,324.1106,37.7941
0,0,5,5.04,359.7222,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.006,-0.0004,0.0023,27,12.5,0,27,12.5,0,164.4,136,0,233.5,153.5,0,269.5,153.5,0,353.0602,353.0602,353.0602,330.83,28.8922
0.4,0,3,5.05,344.5544,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0421,-0.043,-0.0408,27,17.5,0,27,17.5,0,164.4,141,0,233.5,158.5,0,269.5,158.5,0,353.0602,353.0602,353.0602,327.7559,16.7985
0,0,0,5.05,344.5544,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0,-0.0304,-0.035,27.4,20.5,0,27.4,20.5,0,164.8,139.5,0,233.9,161.5,0,269.9,161.5,0,353.0602,353.0602,353.0602,326.7716,17.7828
0,0,0,5.06,322.7272,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0633,-0.0768,-0.0917,0.4,8.5,0,0.4,8.5,0,161.1,82.5,0,199.4,144,0,269.9,161.5,0,353.0602,353.0602,353.0602,311.9842,10.743
1.4,0,0,5.06,324.1106,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0042,-0.039,-0.0744,0.4,8,0,0.4,8,0,127.2,79.5,0,166.6,144,0,269.9,161.5,0,353.0602,353.0602,353.0602,310.2161,13.8945
0,5.5,0,5.06,330.83,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0207,0.0011,-0.0415,1.8,3,0,1.8,3,0,104.6,73,0,168,144,0,271.3,161.5,0,353.0602,353.0602,353.0602,313.9489,16.8811
0,0,0,5.08,327.7559,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0092,0.0057,-0.0394,1.4,6,0,1.4,6,0,100.8,58,0,168,150,0,235.3,167.5,0,353.0602,353.0602,353.0602,315.9135,11.8424
0,0,0,5.08,326.7716,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.003,-0.0024,-0.0283,1.4,6,0,1.4,6,0,96.1,58,0,168,150,0,235.3,167.5,0,353.0602,353.0602,353.0602,313.5294,13.2422
0,0,0,5.09,311.9842,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0452,-0.0501,-0.0591,50.3,129,0,50.3,129,0,79.1,155.5,0,178.9,214.5,0,218.3,279,0,359.6806,353.0602,353.0602,317.4509,5.4667
0,0,0,5.09,310.2161,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0056,-0.0371,-0.0512,50.3,129,0,50.3,129,0,79.1,155.5,0,154.9,208,0,218.3,279,0,0,353.0602,353.0602,321.5264,11.3103
0,0,0,5.09,313.9489,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.012,-0.0075,-0.0251,50.3,13,0,50.3,13,0,79.1,155.5,0,151.1,195.5,0,218.3,279,0,0,353.0602,353.0602,318.0039,4.055
0,0,0,5.09,315.9135,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0062,0.0123,-0.0152,5.4,1.5,0,5.4,1.5,0,79.1,149.5,0,151.1,195.5,0,218.3,279,0,0,353.0602,353.0602,322.0703,6.1568
0,0,4.5,5.1,313.5294,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0075,0.0005,-0.019,0,0,0,0,0,0,79.1,143.5,0,151.1,187,0,218.3,279,0,315.9135,343.7735,343.7735,324.8046,11.2752
66.4,0,13,5.1,317.4509,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0125,0.0094,0.0009,0,4.5,0,0,4.5,0,52.1,148,0,146.4,191.5,0,218.3,283.5,0,314.7214,337.7247,337.7247,332.8125,15.3616
0,0,0,5.11,321.5264,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0128,0.0186,0.0184,66.4,17.5,0,66.4,17.5,0,118.5,160.5,0,212.8,204.5,0,282.9,296.5,0,315.6312,334.3457,334.3457,329.1015,7.5751
0,0,0,5.11,318.0039,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0109,0.0015,0.0097,66.4,17.5,0,66.4,17.5,0,118.1,152.5,0,212.8,204.5,0,279.2,266,0,315.6312,334.3457,334.3457,320.2729,2.269
0,0,0,5.12,322.0703,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0127,0.0096,0.0198,66.4,17.5,0,66.4,17.5,0,118.1,152.5,0,212.8,173,0,279.2,266,0,315.6312,334.3457,334.3457,320.6627,1.4076
0,0,0,5.12,324.8046,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0084,0.0133,0.023,66.4,17.5,0,66.4,17.5,0,118.1,152.5,0,145.5,173,0,279.2,266,0,315.6312,334.3457,334.3457,322.3735,2.4311
0,0,0,5.12,332.8125,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,0.0246,0.0347,0.0431,66.4,13,0,66.4,13,0,118.1,152.5,0,145.5,173,0,279.2,235,0,315.6312,334.3457,334.3457,322.9571,9.8554
0,0,0,5.12,329.1015,3173.5,8032.855,7047.612,3168,7723.95,6954.342,8275.21,18801.818,4766.81,57.525,2079.833,947.351,135,38,14,-0.0111,0.0077,0.0237,0,0,0,0,0,0,118.1,152.5,0,145.5,173,0,245.3,232,0,315.6312,334.3457,334.3457,326.4591,2.6424
