LluviaDiariaSantaFe,LluviaDiariaBuenosAires,LluviaDiariaCordoba,CotizacionDolar,PrecioPromedioDiarioSojaUSD,SuperficieSembradaSojaSantaFe,SuperficieSembradaSojaBuenosAires,SuperficieSembradaSojaCordoba,SuperficieCosechadaSojaSantaFe,SuperficieCosechadaSojaBuenosAires,SuperficieCosechadaSojaCordoba,ProduccionSojaSantaFe,ProduccionSojaBuenosAires,ProduccionSojaCordoba,RendimientoSojaSantaFe,RendimientoSojaBuenosAires,RendimientoSojaCordoba,PromedioIncendiosMensualesSantaFe,PromedioIncendiosMensualesBuenosAires,PromedioIncendioMensualesCordoba,VariacionSojaDiaAnterior,VariacionSojaTresDia,VariacionSojaSieteDias,LluviaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaSieteDiasSantaFe,LluviaDiariaAcumuladaSieteDiasBuenosAires,LluviaDiariaAcumuladaSieteDiasCordoba,LluviaDiariaAcumuladaTreintaDiasSantaFe,LluviaDiariaAcumuladaTreintaDiasBuenosAires,LluviaDiariaAcumuladaTreintaDiasCordoba,LluviaDiariaAcumuladaCuarentaCincoDiasSantaFe,LluviaDiariaAcumuladaCuarentaCincoDiasBuenosAires,LluviaDiariaAcumuladaCuarentaCincoDiasCordoba,LluviaDiariaAcumuladaSesentaDiasSantaFe,LluviaDiariaAcumuladaSesentaDiasBuenosAires,LluviaDiariaAcumuladaSesentaDiasCordoba,PrecioPromedioTreintaDiasSoja,PrecioPromedioSesentaDiasSoja,PrecioPromedioNoventaDiasSoja,PrecioRealDiaSiguiente,
1.1,0,0.3,3.04,208.3881,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0027,0.0008,0.0029,6.7,8,0,6.7,8,0,6.7,8,0,52.8,37.5,0,77,47.6,0,201.6874,197.2194,196.3784,200.6907,7.6974
0,0,0,3.03,204.6864,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0177,-0.015,-0.0163,7.8,8.3,0,7.8,8.3,0,7.8,8.3,0,35.8,33.8,0,78.1,47.9,0,203.1324,198.0241,196.6493,197.3684,7.318
0.3,0,0,3.04,207.2697,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0126,0.0014,-0.0014,7.8,8.3,0,7.8,8.3,0,7.8,8.3,0,27.5,8.3,0,78.1,47.2,0,203.2101,198.304,196.8203,200.6578,6.6119
0,0,0,3.04,200.6907,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0317,-0.0294,-0.0339,8.1,8.3,0,8.1,8.3,0,8.1,8.3,0,8.1,8.3,0,69.4,39.2,0,203.7874,198.5281,197.0504,201.6393,0.9486
0,0,0,3.04,197.3684,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0165,-0.0335,-0.0443,1.4,0.3,0,1.4,0.3,0,8.1,8.3,0,8.1,8.3,0,69.4,38.7,0,204.0884,198.5809,197.1593,201.6393,4.2709
11.6,0,0,3.04,200.6578,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0166,-0.0055,-0.0201,0.3,0,0,0.3,0,0,8.1,8.3,0,8.1,8.3,0,54.2,37.8,0,204.8899,199.0076,197.2642,201.6393,0.9815
26.9,0,0,3.05,201.6393,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0048,0.0103,-0.0107,11.9,0,0,11.9,0,0,19.7,8.3,0,19.7,8.3,0,65.8,37.8,0,204.6671,199.2371,197.4255,206.5573,4.918
0,0,0,3.05,201.6393,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0,0.0087,-0.0064,38.8,0,0,38.8,0,0,46.6,8.3,0,46.6,8.3,0,92.7,37.8,0,204.5157,199.4796,197.5231,209.836,8.1967
0,0,0,3.05,201.6393,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0,0.0016,-0.0017,38.5,0,0,38.5,0,0,46.6,8.3,0,46.6,8.3,0,92.7,37.8,0,204.7293,199.535,197.6206,206.5573,4.918
0,0,0,3.05,206.5573,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0243,0.0243,0.0248,38.5,0,0,38.5,0,0,46.6,8.3,0,46.6,8.3,0,92.7,37.8,0,204.933,199.5876,197.7692,204.918,1.6393
0,0,0.2,3.05,209.836,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0158,0.0322,0.0415,38.5,0.2,0,38.5,0.2,0,46.6,8.5,0,46.6,8.5,0,92.7,38,0,205.5798,200.0814,197.9207,204.2483,5.5877
0,0,0,3.05,206.5573,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0156,0.0026,0.0187,26.9,0.4,0,26.9,0.4,0,46.6,8.7,0,46.6,8.7,0,92.2,34.7,0,205.8038,200.4846,198.1433,205.2117,1.3456
0,0,0,3.05,204.918,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0079,-0.0131,0.0041,0,0.4,0,0,0.4,0,46.6,8.7,0,46.6,8.7,0,74.6,34.2,0,205.8414,200.8341,198.2794,209.1503,4.2323
0,0,0,3.06,204.2483,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0032,-0.0137,-0.0021,0,0.4,0,0,0.4,0,46.6,8.7,0,46.6,8.7,0,66.3,8.7,0,205.8316,200.9362,198.3919,209.1503,4.902
0,0,0,3.07,205.2117,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0047,-0.0001,0.0007,0,0.4,0,0,0.4,0,46.6,8.7,0,46.6,8.7,0,46.6,8.7,0,205.6591,201.017,198.4895,209.8039,4.5922
0,0,0,3.06,209.1503,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0191,0.0212,0.0174,0.3,1.5,0,0.3,1.5,0,46.9,10.2,0,46.9,10.2,0,46.9,10.2,0,205.4316,202.1468,198.7686,209.8692,0.7189
0,0,0,3.06,209.1503,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0,0.0142,0.0121,0.3,1.5,0,0.3,1.5,0,46.9,10.2,0,46.9,10.2,0,46.9,10.2,0,205.6273,202.5547,199.0221,199.3464,9.8039
0,0,0,3.06,209.8039,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0031,0.0094,0.0134,0.3,1.5,0,0.3,1.5,0,46.9,10.2,0,46.9,10.2,0,46.9,10.2,0,205.6259,202.7238,199.3272,191.1764,18.6275
0,0,0,3.06,209.8692,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0003,0.0023,0.0138,0.3,1.5,0,0.3,1.5,0,46.9,10.2,0,46.9,10.2,0,46.9,10.2,0,205.6382,202.9008,199.5806,199.4117,10.4575
0,0,0,3.06,199.3464,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0501,-0.0489,-0.0391,0.3,1.5,0,0.3,1.5,0,39.1,1.9,0,46.9,10.2,0,46.9,10.2,0,205.5014,203.7443,199.8374,203.1372,3.7908
0,0,0,3.06,191.1764,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0409,-0.0734,-0.075,0,0,0,0,0,0,39.1,1.9,0,46.9,10.2,0,46.9,10.2,0,205.1595,203.8569,199.9523,201.3311,10.1547
0,0,0,3.06,199.4117,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.043,-0.0035,-0.0263,0,0,0,0,0,0,39.1,1.9,0,46.9,10.2,0,46.9,10.2,0,204.4235,203.7779,199.9695,193.2038,6.2079
0,0,0,3.06,203.1372,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0186,0.033,-0.0041,0,0,0,0,0,0,39.1,1.9,0,46.9,10.2,0,46.9,10.2,0,204.1729,203.666,200.1084,198.782,4.3552
0,0,0,3.08,201.3311,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0088,0.0172,-0.0088,0,0,0,0,0,0,39.1,1.9,0,46.9,10.2,0,46.9,10.2,0,204.0955,203.6528,200.2672,201.7515,0.4204
0,0,0,3.09,193.2038,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0403,-0.0401,-0.0435,0,0,0,0,0,0,38.8,1.9,0,46.9,10.2,0,46.9,10.2,0,203.9621,204.2298,200.3818,205.1612,11.9574
0,0,0,3.12,198.782,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0288,-0.0022,-0.0042,0,0,0,0,0,0,38.8,1.9,0,46.9,10.2,0,46.9,10.2,0,203.4242,204.1185,200.4104,202.2727,3.4907
0,0,0,3.14,201.7515,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0149,0.0201,0.0186,0,0,0,0,0,0,38.8,1.9,0,46.9,10.2,0,46.9,10.2,0,203.2031,203.9816,200.5009,203.2142,1.4627
0,0,0,3.1,205.1612,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0169,0.0366,0.034,0,0,0,0,0,0,27.2,1.9,0,46.9,10.2,0,46.9,10.2,0,203.2552,203.9259,200.6673,206.7857,1.6245
0,0,0,3.08,202.2727,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.014,0.0018,0.0093,0,0,0,0,0,0,0.3,1.9,0,46.9,10.2,0,46.9,10.2,0,203.4229,203.956,200.8831,207.2815,5.0088
0,0,0,3.08,203.2142,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0046,0.0007,0.0119,0,0,0,0,0,0,0.3,1.9,0,40.2,2.2,0,46.9,10.2,0,203.3852,204.347,201.0328,208.3225,5.1083
0,0,0,3.08,206.7857,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0175,0.0158,0.0297,0,0,0,0,0,0,0.3,1.7,0,39.1,1.9,0,46.9,10.2,0,203.3766,204.3957,201.0692,209.7419,2.9562
0,0,0,3.09,207.2815,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0023,0.0156,0.0282,0,0,0,0,0,0,0.3,1.7,0,39.1,1.9,0,46.9,10.2,0,203.5389,204.4809,201.2915,208.3225,1.041
4.7,0,2.5,3.1,208.3225,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.005,0.0124,0.0231,0,0,0,0,0,0,0.3,1.5,0,39.1,1.9,0,46.9,10.2,0,203.4173,204.5509,201.511,211.4838,3.1613
3,0,1,3.1,209.7419,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0068,0.0109,0.0232,4.7,2.5,0,4.7,2.5,0,5,4,0,43.8,4.4,0,51.6,12.7,0,203.5014,204.6429,201.7676,215.8576,6.1157
0,0,0,3.1,208.3225,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0067,-0.0006,0.0107,7.7,3.5,0,7.7,3.5,0,8,5,0,46.5,5.4,0,54.6,13.7,0,203.6259,204.642,202.0808,217.1935,8.871
0,0,0,3.1,211.4838,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0151,0.0128,0.0238,7.7,3.5,0,7.7,3.5,0,8,5,0,46.5,5.4,0,54.6,13.7,0,203.8608,204.6445,202.3719,217.1704,5.6866
0,0,0,3.09,215.8576,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0206,0.0286,0.0383,7.7,3.5,0,7.7,3.5,0,8,5,0,46.5,5.4,0,54.6,13.7,0,204.2238,204.7812,202.6872,221.258,5.4004
0,0,1.5,3.1,217.1935,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0061,0.025,0.0358,7.7,3.5,0,7.7,3.5,0,7.7,3.5,0,46.5,5.4,0,54.6,13.7,0,204.7526,205.0581,203.1022,216.3987,0.7948
0,0,0,3.11,217.1704,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0001,0.0108,0.0284,3,2.5,0,3,2.5,0,7.7,5,0,34.9,6.9,0,54.6,15.2,0,205.1182,205.3541,203.4946,214.9517,2.2187
0,0,0,3.1,221.258,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0188,0.0208,0.0407,0,1.5,0,0,1.5,0,7.7,5,0,8,6.9,0,54.6,15.2,0,205.0473,205.4021,203.8784,205.1923,16.0657
0,0,0,3.11,216.3987,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0219,-0.0098,0.0091,0,1.5,0,0,1.5,0,7.7,5,0,8,6.9,0,47.9,7.2,0,205.8193,205.7466,204.3259,209.2948,7.1039
0,0,0,3.11,214.9517,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0066,-0.0152,-0.002,0,1.5,0,0,1.5,0,7.7,5,0,8,6.7,0,46.8,6.9,0,206.3001,205.952,204.6814,211.891,3.0607
0,0,0,3.12,205.1923,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0454,-0.0567,-0.0514,0,1.5,0,0,1.5,0,7.7,5,0,8,6.7,0,46.8,6.9,0,207.0095,206.177,205.0129,216.0063,10.814
0,0,0,3.12,209.2948,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0199,-0.0136,-0.0284,0,0,0,0,0,0,7.7,5,0,8,6.5,0,46.8,6.9,0,207.6466,206.153,205.1964,216.8152,7.5204
0,0,0,3.12,211.891,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0124,0.0099,-0.0121,0,0,0,0,0,0,7.7,5,0,8,6.5,0,46.5,6.9,0,208.682,206.3825,205.6049,217.6677,5.7767
0,0,0,3.13,216.0063,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0194,0.0345,0.0106,0,0,0,0,0,0,7.7,5,0,8,6.5,0,46.5,6.9,0,208.8348,206.5203,205.8688,218.8498,2.8435
0,0,0,3.14,216.8152,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0037,0.0207,0.0151,0,0,0,0,0,0,7.7,5,0,8,6.5,0,46.5,6.9,0,209.9206,206.7516,206.1836,219.7435,2.9283
0,0,0,3.13,217.6677,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0039,0.0128,0.0222,0,0,0,0,0,0,7.7,5,0,7.7,5,0,46.5,6.9,0,210.7793,206.9912,206.3608,219.1373,1.4696
0,0,0,3.13,218.8498,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0054,0.0093,0.0268,0,2,0,0,2,0,7.7,7,0,7.7,7,0,8,8.9,0,212.3604,207.6841,206.6991,224.3589,5.5091
0,0,0,3.12,219.7435,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.004,0.009,0.0284,0,2,0,0,2,0,7.7,7,0,7.7,7,0,8,8.9,0,212.6849,208.1143,207.0539,224.5833,4.8398
0,0,0,3.13,219.1373,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0027,0.0017,0.0156,0,2,0,0,2,0,7.7,7,0,7.7,7,0,8,8.9,0,213.021,208.444,207.3829,224.391,5.2537
0,0,0,3.12,224.3589,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0238,0.0233,0.0331,0,2,0,0,2,0,7.7,7,0,7.7,7,0,8,8.7,0,213.7793,208.7048,207.68,230.3514,5.9925
0,0,0,3.12,224.5833,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.001,0.0158,0.0257,0,2,0,0,2,0,7.7,7,0,7.7,7,0,8,8.7,0,214.6161,209.0775,208.0282,229.8076,5.2243
0,0,0,3.12,224.391,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0008,0.0076,0.0191,0,0,0,0,0,0,0,3.5,0,7.7,7,0,8,8.5,0,216.1145,209.6132,208.3527,226.282,1.891
0,0,0,3.13,230.3514,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0265,0.0263,0.0411,0,0,0,0,0,0,0,3.5,0,7.7,7,0,8,8.5,0,216.5283,210.1168,208.6309,227.8846,2.4668
23.2,0,0,3.12,229.8076,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0023,0.0148,0.0302,0,0,0,0,0,0,0,3.5,0,7.7,7,0,8,8.5,0,217.1866,210.7453,209.0326,231.1217,1.3141
0,0,0,3.12,226.282,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0153,-0.0083,0.0073,23.2,0,0,23.2,0,0,23.2,3.5,0,30.9,7,0,31.2,8.5,0,218.2097,211.2102,209.3923,231.5112,5.2292
0,0,0,3.12,227.8846,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.007,-0.004,0.0103,23.2,0,0,23.2,0,0,23.2,3.5,0,30.9,7,0,31.2,8.5,0,218.9143,211.569,209.7278,238.8064,10.9218
6.8,0,21,3.12,231.1217,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0142,0.0137,0.019,23.4,0.5,0,23.4,0.5,0,23.4,2.5,0,31.1,7.5,0,31.1,7.5,0,219.7297,212.085,210.0396,239.5792,8.4575
12.4,0,0.1,3.11,231.5112,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0016,0.0134,0.0164,30.2,21.5,0,30.2,21.5,0,30.2,23.5,0,37.9,28.5,0,37.9,28.5,0,220.2993,212.6049,210.3988,242.0645,10.5533
0,0,3,3.1,238.8064,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0315,0.0375,0.0438,42.6,21.6,0,42.6,21.6,0,42.6,23.6,0,50.3,28.6,0,50.3,28.6,0,220.8332,213.1328,210.803,245.8064,7
11.3,0,1,3.09,239.5792,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0032,0.0246,0.0379,19.4,24.6,0,19.4,24.6,0,42.6,26.6,0,50.3,31.6,0,50.3,31.6,0,221.6688,213.744,211.3194,248.387,8.8078
1,0,0,3.1,242.0645,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0103,0.0229,0.0427,30.7,25.6,0,30.7,25.6,0,53.9,27.6,0,61.6,32.6,0,61.6,32.6,0,222.7727,214.3449,211.8392,248.0582,5.9937
30.4,0,38.5,3.1,245.8064,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0154,0.0235,0.0509,32.3,29.6,0,32.3,29.6,0,55.7,32.1,0,58.7,34.6,0,63.4,37.1,0,225.8343,216.3161,212.3347,255.1612,9.3548
1.5,0,0,3.1,248.387,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0104,0.0243,0.0494,55.9,47.1,0,55.9,47.1,0,86.1,70.6,0,86.1,72.1,0,93.8,75.6,0,226.8329,217.3568,213.0088,250.8038,2.4168
0,0,0,3.09,248.0582,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0013,0.0107,0.0352,45,47,0,45,47,0,87.6,70.6,0,87.6,72.1,0,95.3,75.6,0,227.8593,218.5045,213.6829,250.8038,2.7456
0,0,2,3.1,255.1612,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0286,0.0312,0.0542,45,44,0,45,44,0,87.6,70.6,0,87.6,72.1,0,95.3,75.6,0,228.7774,219.2082,214.4594,252.2508,2.9104
0,0,0,3.11,250.8038,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.017,0.001,0.0219,33.7,45,0,33.7,45,0,87.6,72.6,0,87.6,74.1,0,95.3,77.6,0,230.7442,220.0443,215.1159,254.6623,3.8585
0,0,0,3.11,250.8038,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0,-0.0021,0.0148,31.9,40.5,0,31.9,40.5,0,87.6,72.6,0,87.6,72.6,0,95.3,77.6,0,233.8344,222.4139,215.9247,257.8778,7.074
0,0,0,3.11,252.2508,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0057,0,0.0141,1.5,2,0,1.5,2,0,87.6,70.6,0,87.6,72.6,0,95.3,77.6,0,234.6425,223.5271,216.7176,254.0192,1.7684
0,0,0,3.11,254.6623,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0095,0.0134,0.0179,0,2,0,0,2,0,87.6,70.6,0,87.6,72.6,0,95.3,77.6,0,235.4428,224.7461,217.534,254.2765,0.3858
0,0,0,3.11,257.8778,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0126,0.021,0.0255,0,2,0,0,2,0,87.6,70.6,0,87.6,72.6,0,95.3,77.6,0,237.0707,225.4584,218.3892,244.4372,13.4406
0,0,0,3.11,254.0192,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0149,-0.0035,0.0048,0,0,0,0,0,0,87.6,70.6,0,87.6,72.6,0,95.3,77.6,0,238.8041,226.2123,219.2169,254.6623,0.6431
0,0,8.5,3.11,254.2765,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.001,-0.0048,0.0024,0,0,0,0,0,0,87.6,70.6,0,87.6,72.6,0,95.3,77.6,0,241.9815,228.387,219.9296,253.3012,0.9753
0,0,0,3.11,244.4372,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0386,-0.0428,-0.0358,0,8.5,0,0,8.5,0,87.6,79.1,0,87.6,81.1,0,90.6,83.6,0,242.5669,229.5079,220.6992,250.032,5.5948
0,0,0,3.11,254.6623,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0418,0.0149,0.008,0,8.5,0,0,8.5,0,87.6,79.1,0,87.6,81.1,0,87.6,82.6,0,242.5669,230.002,220.9579,246.7948,7.8675
0,0,0,3.12,253.3012,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0053,0.0086,0.0005,0,8.5,0,0,8.5,0,87.6,79.1,0,87.6,81.1,0,87.6,82.6,0,244.0084,230.6035,221.7844,256.4102,3.109
0,0,1.5,3.12,250.032,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0129,-0.003,-0.0129,0,8.5,0,0,8.5,0,87.6,79.1,0,87.6,81.1,0,87.6,82.6,0,245.1013,231.1439,222.5727,258.0128,7.9808
0,0,8,3.12,246.7948,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,-0.0129,-0.0232,-0.0232,0.5,10,0,0.5,10,0,64.9,80.6,0,88.1,82.6,0,88.1,84.1,0,248.0623,233.0603,223.0156,258.0128,11.218
0,0,0,3.12,256.4102,3474.6,5605.478,4477.882,3433.555,5208.718,4447.482,9019.281,13601.325,7668.44,57.312,248.703,64.633,62,445,28,0.0389,0.0254,0.0212,0.5,9.5,0,0.5,9.5,0,64.7,88.1,0,88.1,90.6,0,88.1,90.6,0,247.999,233.8003,223.6228,258.0128,1.6026
